Game Number,Player 1 Name,Player 2 Name,Player 1 Moves,Player 2 Moves,Player 1 Parameter,Player 2 Parameter,Player 1 Avg Time,Player 2 Avg Time,Winner,Timestamp
511,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:34:05
512,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:34:05
513,RandomPlayer,MiniMax w/ CustomHeuristic,24,23,Zufall,Depth: 3,0,1,RandomPlayer,2024-10-15 19:34:05
514,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 4,Zufall,5,0,MiniMax w/ CustomHeuristic,2024-10-15 19:34:05
515,RandomPlayer,MiniMax w/ CustomHeuristic,25,24,Zufall,Depth: 5,0,9,RandomPlayer,2024-10-15 19:34:05
516,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 6,Zufall,56,0,MiniMax w/ CustomHeuristic,2024-10-15 19:34:06
517,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 7,0,171,MiniMax w/ CustomHeuristic,2024-10-15 19:34:11
518,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 8,Zufall,2136,0,MiniMax w/ CustomHeuristic,2024-10-15 19:35:06
519,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 9,0,4414,MiniMax w/ CustomHeuristic,2024-10-15 19:36:56
520,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:36:57
521,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:36:57
522,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:36:57
523,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 3,0,5,MiniMax w/ CustomHeuristic,2024-10-15 19:36:57
524,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 4,Zufall,4,0,MiniMax w/ CustomHeuristic,2024-10-15 19:36:57
525,RandomPlayer,MiniMax w/ CustomHeuristic,14,14,Zufall,Depth: 5,0,56,MiniMax w/ CustomHeuristic,2024-10-15 19:36:58
526,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 6,Zufall,109,0,MiniMax w/ CustomHeuristic,2024-10-15 19:37:00
527,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 7,0,161,MiniMax w/ CustomHeuristic,2024-10-15 19:37:03
528,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 8,Zufall,1388,0,MiniMax w/ CustomHeuristic,2024-10-15 19:37:34
529,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 9,0,917,MiniMax w/ CustomHeuristic,2024-10-15 19:37:55
530,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:37:55
531,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:37:55
532,MiniMax w/ CustomHeuristic,RandomPlayer,29,29,Depth: 2,Zufall,0,0,Draw,2024-10-15 19:37:55
533,RandomPlayer,MiniMax w/ CustomHeuristic,26,25,Zufall,Depth: 3,0,1,RandomPlayer,2024-10-15 19:37:55
534,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 4,Zufall,7,0,MiniMax w/ CustomHeuristic,2024-10-15 19:37:55
535,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 5,0,24,MiniMax w/ CustomHeuristic,2024-10-15 19:37:56
536,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 6,Zufall,52,0,MiniMax w/ CustomHeuristic,2024-10-15 19:37:57
537,RandomPlayer,MiniMax w/ CustomHeuristic,34,33,Zufall,Depth: 7,0,97,Draw,2024-10-15 19:38:00
538,MiniMax w/ CustomHeuristic,RandomPlayer,23,23,Depth: 8,Zufall,823,0,RandomPlayer,2024-10-15 19:38:19
539,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 9,0,5227,MiniMax w/ CustomHeuristic,2024-10-15 19:39:48
540,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:39:48
541,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:39:48
542,MiniMax w/ CustomHeuristic,RandomPlayer,21,21,Depth: 2,Zufall,0,0,RandomPlayer,2024-10-15 19:39:48
543,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:39:48
544,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 4,Zufall,9,0,MiniMax w/ CustomHeuristic,2024-10-15 19:39:48
545,RandomPlayer,MiniMax w/ CustomHeuristic,29,28,Zufall,Depth: 5,0,21,Draw,2024-10-15 19:39:49
546,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 6,Zufall,30,0,MiniMax w/ CustomHeuristic,2024-10-15 19:39:49
547,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 7,0,145,MiniMax w/ CustomHeuristic,2024-10-15 19:39:52
548,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 8,Zufall,5307,0,MiniMax w/ CustomHeuristic,2024-10-15 19:41:54
549,RandomPlayer,MiniMax w/ CustomHeuristic,27,27,Zufall,Depth: 9,0,814,MiniMax w/ CustomHeuristic,2024-10-15 19:42:16
550,MiniMax w/ CustomHeuristic,RandomPlayer,28,28,Depth: 0,Zufall,0,0,Draw,2024-10-15 19:42:16
551,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:42:16
552,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:42:16
553,RandomPlayer,MiniMax w/ CustomHeuristic,27,26,Zufall,Depth: 3,0,0,RandomPlayer,2024-10-15 19:42:16
554,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 4,Zufall,11,0,MiniMax w/ CustomHeuristic,2024-10-15 19:42:17
555,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 5,0,31,MiniMax w/ CustomHeuristic,2024-10-15 19:42:17
556,MiniMax w/ CustomHeuristic,RandomPlayer,16,15,Depth: 6,Zufall,137,0,MiniMax w/ CustomHeuristic,2024-10-15 19:42:20
557,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 7,0,207,MiniMax w/ CustomHeuristic,2024-10-15 19:42:23
558,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 8,Zufall,5774,0,MiniMax w/ CustomHeuristic,2024-10-15 19:44:36
559,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 9,0,1411,MiniMax w/ CustomHeuristic,2024-10-15 19:45:05
560,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:45:05
561,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:45:05
562,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:45:05
563,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:45:05
564,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 4,Zufall,7,0,MiniMax w/ CustomHeuristic,2024-10-15 19:45:05
565,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 5,0,18,MiniMax w/ CustomHeuristic,2024-10-15 19:45:05
566,MiniMax w/ CustomHeuristic,RandomPlayer,27,26,Depth: 6,Zufall,43,0,MiniMax w/ CustomHeuristic,2024-10-15 19:45:06
567,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 7,0,94,MiniMax w/ CustomHeuristic,2024-10-15 19:45:09
568,MiniMax w/ CustomHeuristic,RandomPlayer,16,16,Depth: 8,Zufall,1132,0,RandomPlayer,2024-10-15 19:45:27
569,RandomPlayer,MiniMax w/ CustomHeuristic,26,26,Zufall,Depth: 9,0,1607,MiniMax w/ CustomHeuristic,2024-10-15 19:46:09
570,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:46:09
571,RandomPlayer,MiniMax w/ CustomHeuristic,24,23,Zufall,Depth: 1,0,0,RandomPlayer,2024-10-15 19:46:09
572,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:46:09
573,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 3,0,2,MiniMax w/ CustomHeuristic,2024-10-15 19:46:09
574,MiniMax w/ CustomHeuristic,RandomPlayer,27,27,Depth: 4,Zufall,5,0,Draw,2024-10-15 19:46:09
575,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 5,0,23,MiniMax w/ CustomHeuristic,2024-10-15 19:46:09
576,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 6,Zufall,257,0,MiniMax w/ CustomHeuristic,2024-10-15 19:46:15
577,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 7,0,109,MiniMax w/ CustomHeuristic,2024-10-15 19:46:18
578,MiniMax w/ CustomHeuristic,RandomPlayer,28,27,Depth: 8,Zufall,842,0,MiniMax w/ CustomHeuristic,2024-10-15 19:46:41
579,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 9,0,1179,MiniMax w/ CustomHeuristic,2024-10-15 19:47:06
580,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:47:06
581,RandomPlayer,MiniMax w/ CustomHeuristic,16,16,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:47:06
582,MiniMax w/ CustomHeuristic,RandomPlayer,13,12,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:47:06
583,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:47:06
584,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 4,Zufall,4,0,MiniMax w/ CustomHeuristic,2024-10-15 19:47:06
585,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 5,0,10,MiniMax w/ CustomHeuristic,2024-10-15 19:47:06
586,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 6,Zufall,109,0,MiniMax w/ CustomHeuristic,2024-10-15 19:47:09
587,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 7,0,203,MiniMax w/ CustomHeuristic,2024-10-15 19:47:14
588,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 8,Zufall,974,0,MiniMax w/ CustomHeuristic,2024-10-15 19:47:36
589,RandomPlayer,MiniMax w/ CustomHeuristic,29,28,Zufall,Depth: 9,0,4818,RandomPlayer,2024-10-15 19:49:51
590,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:49:51
591,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:49:51
592,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:49:51
593,RandomPlayer,MiniMax w/ CustomHeuristic,23,22,Zufall,Depth: 3,0,0,RandomPlayer,2024-10-15 19:49:51
594,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 4,Zufall,2,0,MiniMax w/ CustomHeuristic,2024-10-15 19:49:51
595,RandomPlayer,MiniMax w/ CustomHeuristic,15,15,Zufall,Depth: 5,0,13,MiniMax w/ CustomHeuristic,2024-10-15 19:49:51
596,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 6,Zufall,25,0,MiniMax w/ CustomHeuristic,2024-10-15 19:49:52
597,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 7,0,132,MiniMax w/ CustomHeuristic,2024-10-15 19:49:55
598,MiniMax w/ CustomHeuristic,RandomPlayer,21,21,Depth: 8,Zufall,175,0,RandomPlayer,2024-10-15 19:49:58
599,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 9,0,1489,MiniMax w/ CustomHeuristic,2024-10-15 19:50:34
600,MiniMax w/ CustomHeuristic,RandomPlayer,15,14,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:50:34
601,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:50:34
602,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:50:34
603,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:50:34
604,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 4,Zufall,4,0,MiniMax w/ CustomHeuristic,2024-10-15 19:50:34
605,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 5,0,5,MiniMax w/ CustomHeuristic,2024-10-15 19:50:34
606,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 6,Zufall,17,0,MiniMax w/ CustomHeuristic,2024-10-15 19:50:35
607,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 7,0,68,MiniMax w/ CustomHeuristic,2024-10-15 19:50:36
608,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 8,Zufall,147,0,MiniMax w/ CustomHeuristic,2024-10-15 19:50:39
609,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 9,0,2049,MiniMax w/ CustomHeuristic,2024-10-15 19:51:22
610,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:51:22
611,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:51:22
612,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:51:22
613,RandomPlayer,MiniMax w/ CustomHeuristic,22,21,Zufall,Depth: 3,0,0,RandomPlayer,2024-10-15 19:51:22
614,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 4,Zufall,6,0,MiniMax w/ CustomHeuristic,2024-10-15 19:51:22
615,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 5,0,4,MiniMax w/ CustomHeuristic,2024-10-15 19:51:22
616,MiniMax w/ CustomHeuristic,RandomPlayer,29,28,Depth: 6,Zufall,15,0,MiniMax w/ CustomHeuristic,2024-10-15 19:51:23
617,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 7,0,123,MiniMax w/ CustomHeuristic,2024-10-15 19:51:25
618,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 8,Zufall,626,0,MiniMax w/ CustomHeuristic,2024-10-15 19:51:39
619,RandomPlayer,MiniMax w/ CustomHeuristic,26,25,Zufall,Depth: 9,0,649,Draw,2024-10-15 19:51:55
620,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:51:55
621,RandomPlayer,MiniMax w/ CustomHeuristic,24,23,Zufall,Depth: 1,0,0,Draw,2024-10-15 19:51:55
622,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:51:55
623,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:51:55
624,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 4,Zufall,3,0,MiniMax w/ CustomHeuristic,2024-10-15 19:51:55
625,RandomPlayer,MiniMax w/ CustomHeuristic,24,23,Zufall,Depth: 5,0,7,RandomPlayer,2024-10-15 19:51:56
626,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 6,Zufall,25,0,MiniMax w/ CustomHeuristic,2024-10-15 19:51:56
627,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 7,0,29,MiniMax w/ CustomHeuristic,2024-10-15 19:51:57
628,MiniMax w/ CustomHeuristic,RandomPlayer,28,28,Depth: 8,Zufall,316,0,Draw,2024-10-15 19:52:05
629,RandomPlayer,MiniMax w/ CustomHeuristic,28,28,Zufall,Depth: 9,0,490,MiniMax w/ CustomHeuristic,2024-10-15 19:52:19
630,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:52:19
631,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:52:19
632,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:52:19
633,RandomPlayer,MiniMax w/ CustomHeuristic,17,16,Zufall,Depth: 3,0,2,RandomPlayer,2024-10-15 19:52:19
634,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 4,Zufall,6,0,MiniMax w/ CustomHeuristic,2024-10-15 19:52:19
635,RandomPlayer,MiniMax w/ CustomHeuristic,19,18,Zufall,Depth: 5,0,25,RandomPlayer,2024-10-15 19:52:20
636,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 6,Zufall,47,0,MiniMax w/ CustomHeuristic,2024-10-15 19:52:21
637,RandomPlayer,MiniMax w/ CustomHeuristic,26,26,Zufall,Depth: 7,0,114,MiniMax w/ CustomHeuristic,2024-10-15 19:52:24
638,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 8,Zufall,4493,0,MiniMax w/ CustomHeuristic,2024-10-15 19:53:49
639,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 9,0,1934,MiniMax w/ CustomHeuristic,2024-10-15 19:54:22
640,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:54:22
641,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:54:22
642,MiniMax w/ CustomHeuristic,RandomPlayer,16,15,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:54:22
643,RandomPlayer,MiniMax w/ CustomHeuristic,16,16,Zufall,Depth: 3,0,1,MiniMax w/ CustomHeuristic,2024-10-15 19:54:22
644,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 4,Zufall,3,0,MiniMax w/ CustomHeuristic,2024-10-15 19:54:22
645,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 5,0,2,MiniMax w/ CustomHeuristic,2024-10-15 19:54:22
646,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 6,Zufall,10,0,MiniMax w/ CustomHeuristic,2024-10-15 19:54:23
647,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 7,0,20,MiniMax w/ CustomHeuristic,2024-10-15 19:54:23
648,MiniMax w/ CustomHeuristic,RandomPlayer,26,26,Depth: 8,Zufall,159,0,RandomPlayer,2024-10-15 19:54:27
649,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 9,0,1050,MiniMax w/ CustomHeuristic,2024-10-15 19:54:47
650,MiniMax w/ CustomHeuristic,RandomPlayer,15,14,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:54:47
651,RandomPlayer,MiniMax w/ CustomHeuristic,27,26,Zufall,Depth: 1,0,0,Draw,2024-10-15 19:54:47
652,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:54:47
653,RandomPlayer,MiniMax w/ CustomHeuristic,25,24,Zufall,Depth: 3,0,0,RandomPlayer,2024-10-15 19:54:47
654,MiniMax w/ CustomHeuristic,RandomPlayer,14,13,Depth: 4,Zufall,3,0,MiniMax w/ CustomHeuristic,2024-10-15 19:54:47
655,RandomPlayer,MiniMax w/ CustomHeuristic,29,28,Zufall,Depth: 5,0,7,RandomPlayer,2024-10-15 19:54:47
656,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 6,Zufall,19,0,MiniMax w/ CustomHeuristic,2024-10-15 19:54:48
657,RandomPlayer,MiniMax w/ CustomHeuristic,32,31,Zufall,Depth: 7,0,129,Draw,2024-10-15 19:54:52
658,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 8,Zufall,1203,0,MiniMax w/ CustomHeuristic,2024-10-15 19:55:16
659,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 9,0,4181,MiniMax w/ CustomHeuristic,2024-10-15 19:56:48
660,MiniMax w/ CustomHeuristic,RandomPlayer,24,24,Depth: 0,Zufall,0,0,RandomPlayer,2024-10-15 19:56:48
661,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:56:48
662,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:56:48
663,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:56:48
664,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 19:56:48
665,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 5,0,5,MiniMax w/ CustomHeuristic,2024-10-15 19:56:48
666,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 6,Zufall,13,0,MiniMax w/ CustomHeuristic,2024-10-15 19:56:49
667,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 7,0,136,MiniMax w/ CustomHeuristic,2024-10-15 19:56:52
668,MiniMax w/ CustomHeuristic,RandomPlayer,22,22,Depth: 8,Zufall,179,0,RandomPlayer,2024-10-15 19:56:56
669,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 9,0,971,MiniMax w/ CustomHeuristic,2024-10-15 19:57:17
670,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:17
671,RandomPlayer,MiniMax w/ CustomHeuristic,31,30,Zufall,Depth: 1,0,0,Draw,2024-10-15 19:57:17
672,MiniMax w/ CustomHeuristic,RandomPlayer,29,29,Depth: 2,Zufall,0,0,Draw,2024-10-15 19:57:17
673,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:17
674,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 4,Zufall,3,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:17
675,RandomPlayer,MiniMax w/ CustomHeuristic,29,28,Zufall,Depth: 5,0,2,Draw,2024-10-15 19:57:17
676,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 6,Zufall,50,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:18
677,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 7,0,19,MiniMax w/ CustomHeuristic,2024-10-15 19:57:19
678,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 8,Zufall,288,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:25
679,RandomPlayer,MiniMax w/ CustomHeuristic,38,37,Zufall,Depth: 9,0,257,Draw,2024-10-15 19:57:35
680,MiniMax w/ CustomHeuristic,RandomPlayer,24,24,Depth: 0,Zufall,0,0,RandomPlayer,2024-10-15 19:57:35
681,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:35
682,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:35
683,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:35
684,MiniMax w/ CustomHeuristic,RandomPlayer,21,21,Depth: 4,Zufall,1,0,RandomPlayer,2024-10-15 19:57:35
685,RandomPlayer,MiniMax w/ CustomHeuristic,15,15,Zufall,Depth: 5,0,2,MiniMax w/ CustomHeuristic,2024-10-15 19:57:35
686,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 6,Zufall,15,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:35
687,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 7,0,48,MiniMax w/ CustomHeuristic,2024-10-15 19:57:36
688,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 8,Zufall,196,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:40
689,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 9,0,707,MiniMax w/ CustomHeuristic,2024-10-15 19:57:58
690,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:58
691,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:58
692,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:58
693,RandomPlayer,MiniMax w/ CustomHeuristic,16,16,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:58
694,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 4,Zufall,2,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:58
695,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 5,0,4,MiniMax w/ CustomHeuristic,2024-10-15 19:57:58
