Game Number,Player 1 Name,Player 2 Name,Player 1 Moves,Player 2 Moves,Player 1 Parameter,Player 2 Parameter,Player 1 Avg Time,Player 2 Avg Time,Winner,Timestamp
325,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 5,0,45,MiniMax w/ CustomHeuristic,2024-10-15 19:04:00
326,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 6,Zufall,21,0,MiniMax w/ CustomHeuristic,2024-10-15 19:04:01
327,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 7,0,65,MiniMax w/ CustomHeuristic,2024-10-15 19:04:02
328,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 8,Zufall,1918,0,MiniMax w/ CustomHeuristic,2024-10-15 19:04:39
329,RandomPlayer,MiniMax w/ CustomHeuristic,30,29,Zufall,Depth: 9,0,1229,RandomPlayer,2024-10-15 19:05:14
330,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:05:14
331,RandomPlayer,MiniMax w/ CustomHeuristic,20,19,Zufall,Depth: 1,0,0,RandomPlayer,2024-10-15 19:05:14
332,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:05:14
333,RandomPlayer,MiniMax w/ CustomHeuristic,27,27,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:05:14
334,MiniMax w/ CustomHeuristic,RandomPlayer,24,24,Depth: 4,Zufall,2,0,Draw,2024-10-15 19:05:14
335,RandomPlayer,MiniMax w/ CustomHeuristic,15,15,Zufall,Depth: 5,0,11,MiniMax w/ CustomHeuristic,2024-10-15 19:05:15
336,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 6,Zufall,11,0,MiniMax w/ CustomHeuristic,2024-10-15 19:05:15
337,RandomPlayer,MiniMax w/ CustomHeuristic,24,23,Zufall,Depth: 7,0,68,RandomPlayer,2024-10-15 19:05:17
338,MiniMax w/ CustomHeuristic,RandomPlayer,28,28,Depth: 8,Zufall,2525,0,RandomPlayer,2024-10-15 19:06:27
339,RandomPlayer,MiniMax w/ CustomHeuristic,27,26,Zufall,Depth: 9,0,1635,RandomPlayer,2024-10-15 19:07:10
340,MiniMax w/ CustomHeuristic,RandomPlayer,26,26,Depth: 0,Zufall,0,0,Draw,2024-10-15 19:07:10
341,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:07:10
342,MiniMax w/ CustomHeuristic,RandomPlayer,29,29,Depth: 2,Zufall,0,0,Draw,2024-10-15 19:07:10
343,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:07:10
344,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 4,Zufall,3,0,MiniMax w/ CustomHeuristic,2024-10-15 19:07:10
345,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 5,0,6,MiniMax w/ CustomHeuristic,2024-10-15 19:07:10
346,MiniMax w/ CustomHeuristic,RandomPlayer,16,15,Depth: 6,Zufall,26,0,MiniMax w/ CustomHeuristic,2024-10-15 19:07:10
347,RandomPlayer,MiniMax w/ CustomHeuristic,25,24,Zufall,Depth: 7,0,206,RandomPlayer,2024-10-15 19:07:15
348,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 8,Zufall,3003,0,MiniMax w/ CustomHeuristic,2024-10-15 19:08:27
349,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 9,0,734,MiniMax w/ CustomHeuristic,2024-10-15 19:08:45
350,MiniMax w/ CustomHeuristic,RandomPlayer,14,13,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:08:45
351,RandomPlayer,MiniMax w/ CustomHeuristic,18,17,Zufall,Depth: 1,0,0,RandomPlayer,2024-10-15 19:08:45
352,MiniMax w/ CustomHeuristic,RandomPlayer,12,11,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:08:45
353,RandomPlayer,MiniMax w/ CustomHeuristic,14,14,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:08:45
354,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 4,Zufall,3,0,MiniMax w/ CustomHeuristic,2024-10-15 19:08:45
355,RandomPlayer,MiniMax w/ CustomHeuristic,29,28,Zufall,Depth: 5,0,19,Draw,2024-10-15 19:08:46
356,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 6,Zufall,24,0,MiniMax w/ CustomHeuristic,2024-10-15 19:08:46
357,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 7,0,171,MiniMax w/ CustomHeuristic,2024-10-15 19:08:49
358,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 8,Zufall,440,0,MiniMax w/ CustomHeuristic,2024-10-15 19:09:00
359,RandomPlayer,MiniMax w/ CustomHeuristic,25,24,Zufall,Depth: 9,0,445,Draw,2024-10-15 19:09:11
360,MiniMax w/ CustomHeuristic,RandomPlayer,26,26,Depth: 0,Zufall,0,0,RandomPlayer,2024-10-15 19:09:11
361,RandomPlayer,MiniMax w/ CustomHeuristic,26,25,Zufall,Depth: 1,0,0,Draw,2024-10-15 19:09:11
362,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:09:11
363,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:09:11
364,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 4,Zufall,2,0,MiniMax w/ CustomHeuristic,2024-10-15 19:09:11
365,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 5,0,7,MiniMax w/ CustomHeuristic,2024-10-15 19:09:11
366,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 6,Zufall,44,0,MiniMax w/ CustomHeuristic,2024-10-15 19:09:12
367,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 7,0,120,MiniMax w/ CustomHeuristic,2024-10-15 19:09:14
368,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 8,Zufall,1768,0,MiniMax w/ CustomHeuristic,2024-10-15 19:09:53
369,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 9,0,570,MiniMax w/ CustomHeuristic,2024-10-15 19:10:07
370,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:10:07
371,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:10:07
372,MiniMax w/ CustomHeuristic,RandomPlayer,30,30,Depth: 2,Zufall,0,0,RandomPlayer,2024-10-15 19:10:07
373,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:10:07
374,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 4,Zufall,2,0,MiniMax w/ CustomHeuristic,2024-10-15 19:10:07
375,RandomPlayer,MiniMax w/ CustomHeuristic,26,26,Zufall,Depth: 5,0,6,MiniMax w/ CustomHeuristic,2024-10-15 19:10:07
376,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 6,Zufall,52,0,MiniMax w/ CustomHeuristic,2024-10-15 19:10:09
377,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 7,0,70,MiniMax w/ CustomHeuristic,2024-10-15 19:10:10
378,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 8,Zufall,1357,0,MiniMax w/ CustomHeuristic,2024-10-15 19:10:37
379,RandomPlayer,MiniMax w/ CustomHeuristic,26,25,Zufall,Depth: 9,0,6255,RandomPlayer,2024-10-15 19:13:14
380,MiniMax w/ CustomHeuristic,RandomPlayer,30,30,Depth: 0,Zufall,0,0,Draw,2024-10-15 19:13:14
381,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:13:14
382,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:13:14
383,RandomPlayer,MiniMax w/ CustomHeuristic,17,16,Zufall,Depth: 3,0,0,RandomPlayer,2024-10-15 19:13:14
384,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 4,Zufall,5,0,MiniMax w/ CustomHeuristic,2024-10-15 19:13:14
385,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 5,0,9,MiniMax w/ CustomHeuristic,2024-10-15 19:13:14
386,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 6,Zufall,44,0,MiniMax w/ CustomHeuristic,2024-10-15 19:13:15
387,RandomPlayer,MiniMax w/ CustomHeuristic,28,27,Zufall,Depth: 7,0,40,RandomPlayer,2024-10-15 19:13:16
388,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 8,Zufall,415,0,MiniMax w/ CustomHeuristic,2024-10-15 19:13:25
389,RandomPlayer,MiniMax w/ CustomHeuristic,26,26,Zufall,Depth: 9,0,553,MiniMax w/ CustomHeuristic,2024-10-15 19:13:40
390,MiniMax w/ CustomHeuristic,RandomPlayer,29,28,Depth: 0,Zufall,0,0,Draw,2024-10-15 19:13:40
391,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:13:40
392,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:13:40
393,RandomPlayer,MiniMax w/ CustomHeuristic,20,19,Zufall,Depth: 3,0,0,RandomPlayer,2024-10-15 19:13:40
394,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 4,Zufall,4,0,MiniMax w/ CustomHeuristic,2024-10-15 19:13:40
395,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 5,0,9,MiniMax w/ CustomHeuristic,2024-10-15 19:13:40
396,MiniMax w/ CustomHeuristic,RandomPlayer,15,14,Depth: 6,Zufall,26,0,MiniMax w/ CustomHeuristic,2024-10-15 19:13:40
397,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 7,0,94,MiniMax w/ CustomHeuristic,2024-10-15 19:13:43
398,MiniMax w/ CustomHeuristic,RandomPlayer,22,22,Depth: 8,Zufall,141,0,RandomPlayer,2024-10-15 19:13:46
399,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 9,0,3607,MiniMax w/ CustomHeuristic,2024-10-15 19:15:16
400,MiniMax w/ CustomHeuristic,RandomPlayer,30,30,Depth: 0,Zufall,0,0,Draw,2024-10-15 19:15:16
401,RandomPlayer,MiniMax w/ CustomHeuristic,26,25,Zufall,Depth: 1,0,0,Draw,2024-10-15 19:15:16
402,MiniMax w/ CustomHeuristic,RandomPlayer,22,22,Depth: 2,Zufall,0,0,RandomPlayer,2024-10-15 19:15:16
403,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:15:16
404,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 19:15:16
405,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 5,0,10,MiniMax w/ CustomHeuristic,2024-10-15 19:15:16
406,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 6,Zufall,141,0,MiniMax w/ CustomHeuristic,2024-10-15 19:15:20
407,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 7,0,177,MiniMax w/ CustomHeuristic,2024-10-15 19:15:25
408,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 8,Zufall,641,0,MiniMax w/ CustomHeuristic,2024-10-15 19:15:39
409,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 9,0,6464,MiniMax w/ CustomHeuristic,2024-10-15 19:17:42
410,MiniMax w/ CustomHeuristic,RandomPlayer,15,14,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:17:42
411,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:17:42
412,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:17:42
413,RandomPlayer,MiniMax w/ CustomHeuristic,24,23,Zufall,Depth: 3,0,0,RandomPlayer,2024-10-15 19:17:42
414,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 4,Zufall,3,0,MiniMax w/ CustomHeuristic,2024-10-15 19:17:42
415,RandomPlayer,MiniMax w/ CustomHeuristic,13,13,Zufall,Depth: 5,0,9,MiniMax w/ CustomHeuristic,2024-10-15 19:17:42
416,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 6,Zufall,52,0,MiniMax w/ CustomHeuristic,2024-10-15 19:17:43
417,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 7,0,56,MiniMax w/ CustomHeuristic,2024-10-15 19:17:44
418,MiniMax w/ CustomHeuristic,RandomPlayer,26,26,Depth: 8,Zufall,165,0,RandomPlayer,2024-10-15 19:17:49
419,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 9,0,2004,MiniMax w/ CustomHeuristic,2024-10-15 19:18:25
420,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:18:25
421,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:18:25
422,MiniMax w/ CustomHeuristic,RandomPlayer,16,15,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:18:25
423,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:18:25
424,MiniMax w/ CustomHeuristic,RandomPlayer,21,21,Depth: 4,Zufall,8,0,RandomPlayer,2024-10-15 19:18:25
425,RandomPlayer,MiniMax w/ CustomHeuristic,26,25,Zufall,Depth: 5,0,8,RandomPlayer,2024-10-15 19:18:25
426,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 6,Zufall,33,0,MiniMax w/ CustomHeuristic,2024-10-15 19:18:26
427,RandomPlayer,MiniMax w/ CustomHeuristic,31,30,Zufall,Depth: 7,0,53,RandomPlayer,2024-10-15 19:18:27
428,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 8,Zufall,573,0,MiniMax w/ CustomHeuristic,2024-10-15 19:18:37
429,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 9,0,539,MiniMax w/ CustomHeuristic,2024-10-15 19:18:49
430,MiniMax w/ CustomHeuristic,RandomPlayer,22,22,Depth: 0,Zufall,0,0,Draw,2024-10-15 19:18:49
431,RandomPlayer,MiniMax w/ CustomHeuristic,28,27,Zufall,Depth: 1,0,0,Draw,2024-10-15 19:18:49
432,MiniMax w/ CustomHeuristic,RandomPlayer,15,14,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:18:50
433,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:18:50
434,MiniMax w/ CustomHeuristic,RandomPlayer,18,18,Depth: 4,Zufall,3,0,RandomPlayer,2024-10-15 19:18:50
435,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 5,0,14,MiniMax w/ CustomHeuristic,2024-10-15 19:18:50
436,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 6,Zufall,19,0,MiniMax w/ CustomHeuristic,2024-10-15 19:18:50
437,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 7,0,35,MiniMax w/ CustomHeuristic,2024-10-15 19:18:51
438,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 8,Zufall,2433,0,MiniMax w/ CustomHeuristic,2024-10-15 19:19:52
439,RandomPlayer,MiniMax w/ CustomHeuristic,32,31,Zufall,Depth: 9,0,610,RandomPlayer,2024-10-15 19:20:11
440,MiniMax w/ CustomHeuristic,RandomPlayer,16,15,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:20:11
441,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:20:11
442,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:20:11
443,RandomPlayer,MiniMax w/ CustomHeuristic,25,24,Zufall,Depth: 3,0,0,Draw,2024-10-15 19:20:11
444,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 19:20:11
445,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 5,0,4,MiniMax w/ CustomHeuristic,2024-10-15 19:20:11
446,MiniMax w/ CustomHeuristic,RandomPlayer,27,27,Depth: 6,Zufall,32,0,RandomPlayer,2024-10-15 19:20:12
447,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 7,0,24,MiniMax w/ CustomHeuristic,2024-10-15 19:20:13
448,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 8,Zufall,3226,0,MiniMax w/ CustomHeuristic,2024-10-15 19:21:11
449,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 9,0,854,MiniMax w/ CustomHeuristic,2024-10-15 19:21:29
450,MiniMax w/ CustomHeuristic,RandomPlayer,23,23,Depth: 0,Zufall,0,0,RandomPlayer,2024-10-15 19:21:29
451,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:21:29
452,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:21:29
453,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:21:29
454,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 4,Zufall,2,0,MiniMax w/ CustomHeuristic,2024-10-15 19:21:29
455,RandomPlayer,MiniMax w/ CustomHeuristic,25,24,Zufall,Depth: 5,0,2,Draw,2024-10-15 19:21:30
456,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 6,Zufall,21,0,MiniMax w/ CustomHeuristic,2024-10-15 19:21:30
457,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 7,0,190,MiniMax w/ CustomHeuristic,2024-10-15 19:21:34
458,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 8,Zufall,245,0,MiniMax w/ CustomHeuristic,2024-10-15 19:21:39
459,RandomPlayer,MiniMax w/ CustomHeuristic,25,24,Zufall,Depth: 9,0,10910,Draw,2024-10-15 19:26:01
460,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:26:01
461,RandomPlayer,MiniMax w/ CustomHeuristic,16,16,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:26:01
462,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:26:01
463,RandomPlayer,MiniMax w/ CustomHeuristic,16,16,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:26:01
464,MiniMax w/ CustomHeuristic,RandomPlayer,25,25,Depth: 4,Zufall,1,0,RandomPlayer,2024-10-15 19:26:01
465,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 5,0,3,MiniMax w/ CustomHeuristic,2024-10-15 19:26:01
466,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 6,Zufall,52,0,MiniMax w/ CustomHeuristic,2024-10-15 19:26:02
467,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 7,0,25,MiniMax w/ CustomHeuristic,2024-10-15 19:26:03
468,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 8,Zufall,707,0,MiniMax w/ CustomHeuristic,2024-10-15 19:26:21
469,RandomPlayer,MiniMax w/ CustomHeuristic,26,26,Zufall,Depth: 9,0,1529,MiniMax w/ CustomHeuristic,2024-10-15 19:27:00
470,MiniMax w/ CustomHeuristic,RandomPlayer,16,15,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:27:00
471,RandomPlayer,MiniMax w/ CustomHeuristic,16,16,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:27:00
472,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:27:00
473,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 3,0,1,MiniMax w/ CustomHeuristic,2024-10-15 19:27:00
474,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 4,Zufall,11,0,MiniMax w/ CustomHeuristic,2024-10-15 19:27:01
475,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 5,0,15,MiniMax w/ CustomHeuristic,2024-10-15 19:27:01
476,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 6,Zufall,366,0,MiniMax w/ CustomHeuristic,2024-10-15 19:27:09
477,RandomPlayer,MiniMax w/ CustomHeuristic,29,28,Zufall,Depth: 7,0,56,Draw,2024-10-15 19:27:10
478,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 8,Zufall,266,0,MiniMax w/ CustomHeuristic,2024-10-15 19:27:17
479,RandomPlayer,MiniMax w/ CustomHeuristic,28,27,Zufall,Depth: 9,0,4147,Draw,2024-10-15 19:29:09
480,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:29:09
481,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:29:09
482,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:29:09
483,RandomPlayer,MiniMax w/ CustomHeuristic,15,15,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:29:09
484,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 4,Zufall,4,0,MiniMax w/ CustomHeuristic,2024-10-15 19:29:09
485,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 5,0,9,MiniMax w/ CustomHeuristic,2024-10-15 19:29:09
486,MiniMax w/ CustomHeuristic,RandomPlayer,21,21,Depth: 6,Zufall,191,0,RandomPlayer,2024-10-15 19:29:13
487,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 7,0,123,MiniMax w/ CustomHeuristic,2024-10-15 19:29:16
488,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 8,Zufall,2618,0,MiniMax w/ CustomHeuristic,2024-10-15 19:30:11
489,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 9,0,3456,MiniMax w/ CustomHeuristic,2024-10-15 19:31:37
490,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:31:37
491,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:31:37
492,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:31:38
493,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 3,0,1,MiniMax w/ CustomHeuristic,2024-10-15 19:31:38
494,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 4,Zufall,11,0,MiniMax w/ CustomHeuristic,2024-10-15 19:31:38
495,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 5,0,10,MiniMax w/ CustomHeuristic,2024-10-15 19:31:38
496,MiniMax w/ CustomHeuristic,RandomPlayer,19,19,Depth: 6,Zufall,231,0,RandomPlayer,2024-10-15 19:31:42
497,RandomPlayer,MiniMax w/ CustomHeuristic,27,26,Zufall,Depth: 7,0,233,Draw,2024-10-15 19:31:48
498,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 8,Zufall,1817,0,MiniMax w/ CustomHeuristic,2024-10-15 19:32:28
499,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 9,0,2683,MiniMax w/ CustomHeuristic,2024-10-15 19:33:17
500,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:33:17
501,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:33:17
502,MiniMax w/ CustomHeuristic,RandomPlayer,27,27,Depth: 2,Zufall,0,0,Draw,2024-10-15 19:33:17
503,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 3,0,1,MiniMax w/ CustomHeuristic,2024-10-15 19:33:17
504,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 4,Zufall,11,0,MiniMax w/ CustomHeuristic,2024-10-15 19:33:17
505,RandomPlayer,MiniMax w/ CustomHeuristic,15,15,Zufall,Depth: 5,0,50,MiniMax w/ CustomHeuristic,2024-10-15 19:33:18
506,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 6,Zufall,65,0,MiniMax w/ CustomHeuristic,2024-10-15 19:33:19
507,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 7,0,77,MiniMax w/ CustomHeuristic,2024-10-15 19:33:21
508,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 8,Zufall,636,0,MiniMax w/ CustomHeuristic,2024-10-15 19:33:37
509,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 9,0,1381,MiniMax w/ CustomHeuristic,2024-10-15 19:34:05
510,MiniMax w/ CustomHeuristic,RandomPlayer,21,21,Depth: 0,Zufall,0,0,RandomPlayer,2024-10-15 19:34:05
